Variable,Unidades,Tiempo de exposicion (horas),Year,Promedio,Suma,No. de datos,Representatividad Temporal,Excedencias limite actual,Porcentaje excedencias limite actual,Mediana,Percentil 98,Maximo,Minimo,Dias de excedencias,Nombre del Departamento,Nombre del Municipio,Tipo de Estacion
PM10,ugm3,24,2018,42.4,1907.62,45,25.0,2,4.44,43.6,80.1,86.7,4.5,2,NORTE DE SANTANDER,CUCUTA,Fija
O3,ugm3,8,2018,36.2,252418.3,6974,80.0,78,1.12,26.6,95.4,132.7,1.0,22,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,42.9,5019.76,117,96.0,4,3.42,42.6,84.2,92.0,7.5,4,CESAR,EL PASO,Fija
PM10,ugm3,1,2018,43.0,357005.8,8297,95.0,380,4.58,36.0,123.0,234.0,2.0,100,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,43.0,14964.98,348,95.0,5,1.44,40.9,81.4,95.7,9.3,5,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2018,76.5,1606.8,21,6.0,0,0.0,76.9,89.2,93.2,58.7,0,ANTIOQUIA,TARSO,Indicativa
PM10,ugm3,1,2018,43.1,152568.65,3539,40.0,0,0.0,42.0,87.0,147.0,1.0,0,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2018,43.2,6439.23,149,41.0,0,0.0,42.3,69.1,74.2,16.7,0,ANTIOQUIA,ITAGUI,Fija
SO2,ugm3,1,2018,13.3,74432.82651,5601,64.0,14,0.25,10.0,50.3,167.3,0.3,9,BOGOTA,BOGOTA,Fija
SO2,ugm3,24,2018,13.4,3050.46,228,62.0,0,0.0,11.5,35.6,49.7,2.5,0,BOGOTA,BOGOTA,Fija
HAire2,perc,1,2018,77.1,642423.6,8335,95.0,0,0.0,80.0,94.9,98.4,27.6,0,VALLE DEL CAUCA,CALI,Fija
SO2,ugm3,24,2018,13.6,2478.32,182,50.0,1,0.55,11.6,31.6,56.1,2.0,1,BOYACA,SOGAMOSO,Fija
HAire2,perc,24,2018,77.1,26365.0,342,94.0,0,0.0,77.5,88.4,92.4,58.7,0,VALLE DEL CAUCA,CALI,Fija
SO2,ugm3,24,2018,13.7,1597.92,117,64.0,0,0.0,13.3,23.8,38.6,0.9,0,CUNDINAMARCA,FUNZA,Fija
PM10,ugm3,24,2018,44.1,2071.45,47,26.0,1,2.13,42.1,83.9,89.8,4.7,1,NORTE DE SANTANDER,CUCUTA,Fija
HAire2,perc,24,2018,77.3,4404.55,57,16.0,0,0.0,77.7,85.0,89.4,64.8,0,ANTIOQUIA,GIRARDOTA,Indicativa
PM10,ugm3,24,2018,44.9,2200.46,49,13.0,0,0.0,45.5,55.0,55.6,29.6,0,ATLANTICO,SOLEDAD,Fija
PM10,ugm3,24,2018,45.0,5176.31,115,94.0,4,3.48,41.2,101.2,122.9,10.4,4,CESAR,EL PASO,Fija
PM10,ugm3,1,2018,45.0,52193.00276,1161,13.0,0,0.0,43.7,71.4,92.1,5.7,0,ATLANTICO,SOLEDAD,Fija
SO2,ugm3,1,2018,13.8,65618.602,4764,54.0,14,0.29,9.4,57.9,162.9,0.0,8,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2018,45.2,14525.24,321,88.0,1,0.31,44.7,68.0,89.3,21.6,1,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,45.4,454.2,10,8.0,0,0.0,43.9,64.4,64.9,28.1,0,ANTIOQUIA,SABANETA,Fija
PM10,ugm3,24,2018,45.6,12911.82,283,78.0,27,9.54,40.3,116.8,128.3,7.5,27,BOYACA,RAQUIRA,Fija
PM10,ugm3,24,2018,45.6,14546.98,319,87.0,2,0.63,44.9,69.1,86.0,21.1,2,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,1,2018,45.7,313821.3716,6870,78.0,596,8.68,32.0,167.8,447.3,3.5,97,BOYACA,RAQUIRA,Fija
PM10,ugm3,1,2018,45.8,360574.0,7878,90.0,412,5.23,43.0,101.0,169.0,1.0,125,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,1,2018,46.2,158905.624,3440,39.0,0,0.0,42.0,102.0,147.0,1.0,0,ANTIOQUIA,CALDAS,Fija
PM10,ugm3,24,2018,46.2,6835.69,148,41.0,0,0.0,46.0,75.6,93.7,17.4,0,ANTIOQUIA,CALDAS,Fija
PM10,ugm3,1,2018,46.3,378337.0,8178,93.0,285,3.48,42.0,105.0,332.0,2.0,104,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,46.3,15927.68,344,94.0,0,0.0,45.2,72.4,82.2,20.4,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2018,38.3,61881.6,1614,18.0,0,0.0,36.3,84.7,95.1,1.3,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,1,2018,46.6,367042.2,7872,90.0,342,4.34,43.2,104.5,194.8,0.1,100,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,46.6,15337.32,329,90.0,0,0.0,47.5,64.5,69.6,20.9,0,VALLE DEL CAUCA,CALI,Fija
SO2,ugm3,24,2018,15.1,1389.26,92,25.0,0,0.0,13.4,34.3,40.8,0.8,0,BOYACA,NOBSA,Fija
SO2,ugm3,24,2018,16.1,1724.21,107,59.0,0,0.0,16.7,20.6,41.1,0.7,0,CUNDINAMARCA,SOACHA,Fija
HAire2,perc,1,2018,79.0,657831.75,8327,95.0,0,0.0,80.7,94.8,99.2,50.6,0,ATLANTICO,SOLEDAD,Fija
O3,ugm3,8,2018,39.6,328106.3,8280,95.0,0,0.0,42.0,64.1,87.8,1.0,0,MAGDALENA,SANTA MARTA,Fija
HAire2,perc,24,2018,79.0,26549.21,336,92.0,0,0.0,79.6,87.7,92.1,66.0,0,ATLANTICO,SOLEDAD,Fija
HAire2,perc,24,2018,79.1,2372.68,30,8.0,0,0.0,79.8,90.6,91.6,67.1,0,ANTIOQUIA,OLAYA,Indicativa
PM10,ugm3,1,2018,47.6,213595.1726,4487,51.0,589,13.13,41.0,127.0,302.0,1.0,138,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2018,47.6,8952.6,188,52.0,7,3.72,46.3,80.2,86.9,18.9,7,ANTIOQUIA,ITAGUI,Fija
SO2,ugm3,24,2018,16.9,1843.17,109,60.0,0,0.0,17.1,25.9,35.3,6.9,0,CUNDINAMARCA,MOSQUERA,Fija
NO2,ugm3,1,2018,45.1,384170.6021,8516,97.0,0,0.0,42.8,94.7,167.7,0.0,0,ANTIOQUIA,MEDELLIN,Fija
CO,ugm3,8,2018,1423.8,10961624.0,7699,88.0,0,0.0,1416.8,2218.2,2976.7,229.0,0,BOGOTA,BOGOTA,Fija
CO,ugm3,1,2018,1423.9,10964407.93,7700,88.0,0,0.0,1373.9,3091.2,7212.7,114.5,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,47.9,410460.66,8561,98.0,657,7.67,40.6,131.8,317.8,0.1,141,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2018,48.0,4222.82,88,24.0,1,1.14,43.7,98.2,311.5,6.7,1,META,VILLAVICENCIO,Fija
PM10,ugm3,24,2018,48.0,17218.89,359,98.0,9,2.51,46.7,79.9,93.4,17.0,9,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2018,48.0,1344.97,28,23.0,0,0.0,46.1,71.1,73.8,32.3,0,LA GUAJIRA,BARRANCAS,Fija
SO2,ugm3,24,2018,19.0,4037.72,212,58.0,0,0.0,20.2,35.1,35.7,0.4,0,CUNDINAMARCA,SOPO,Fija
PM10,ugm3,1,2018,48.2,395839.0,8205,94.0,304,3.71,46.0,100.0,242.0,4.0,100,ANTIOQUIA,MEDELLIN,Fija
SO2,ugm3,1,2018,19.0,99015.03004,5212,59.0,0,0.0,20.2,37.2,65.9,0.3,0,CUNDINAMARCA,SOPO,Fija
PM10,ugm3,24,2018,48.3,16986.79,352,96.0,1,0.28,47.1,74.8,106.6,21.3,1,ANTIOQUIA,MEDELLIN,Fija
HAire2,perc,24,2018,79.8,22730.75,285,78.0,0,0.0,80.4,89.7,93.0,61.7,0,ANTIOQUIA,MEDELLIN,Fija
NO2,ugm3,1,2018,45.3,272604.4789,6013,69.0,0,0.0,43.2,106.1,186.4,0.7,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,49.7,4222.7,85,70.0,1,1.18,51.1,73.1,79.3,23.6,1,ANTIOQUIA,SABANETA,Fija
PM10,ugm3,24,2018,49.7,15860.59,319,87.0,0,0.0,44.8,92.3,97.8,22.6,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,1,2018,49.8,387600.4,7783,89.0,83,1.07,45.1,105.6,215.6,2.2,55,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2018,49.9,1147.53,23,0.0,1,4.35,31.2,207.1,292.7,4.7,1,VALLE DEL CAUCA,PALMIRA,Fija
PM10,ugm3,1,2018,50.0,421625.5,8430,96.0,736,8.73,45.3,122.7,239.4,0.1,153,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2018,50.0,17405.0,348,95.0,4,1.15,49.8,75.8,84.9,20.1,4,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,1,2018,50.2,423758.0,8442,96.0,404,4.79,45.0,119.9,996.0,6.0,114,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,50.3,412688.0,8208,94.0,678,8.26,47.0,114.0,204.0,2.0,135,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,50.3,17402.11,346,95.0,7,2.02,49.9,78.5,91.0,20.6,7,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,50.3,17649.44,351,96.0,1,0.28,48.4,81.0,92.6,22.4,1,BOGOTA,BOGOTA,Fija
SO2,ugm3,24,2018,19.7,1163.8,59,16.0,1,1.69,16.6,46.4,54.6,4.7,1,BOYACA,PAIPA,Fija
SO2,ugm3,1,2018,19.8,28055.4461,1418,16.0,30,2.12,10.3,102.7,133.5,0.1,14,BOYACA,PAIPA,Fija
PM10,ugm3,24,2018,51.2,16234.17,317,87.0,5,1.58,49.7,88.0,124.8,19.4,5,ATLANTICO,SOLEDAD,Fija
PM10,ugm3,1,2018,51.5,406686.26,7894,90.0,323,4.09,48.9,110.2,269.8,0.9,85,ATLANTICO,SOLEDAD,Fija
PM10,ugm3,1,2018,51.6,191971.6409,3717,42.0,99,2.66,42.6,137.3,235.9,3.0,9,ATLANTICO,PUERTO COLOMBIA,Fija
PM10,ugm3,24,2018,52.0,6086.93,117,96.0,8,6.84,44.7,99.2,152.5,18.1,8,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2018,52.1,7818.48,150,41.0,12,8.0,43.5,106.8,147.2,17.7,12,ATLANTICO,PUERTO COLOMBIA,Fija
SO2,ugm3,24,2018,23.8,6306.84,265,73.0,2,0.75,23.2,44.3,52.9,8.0,2,ANTIOQUIA,GIRARDOTA,Fija
SO2,ugm3,1,2018,23.8,153631.1541,6448,74.0,112,1.74,16.2,95.9,251.9,0.5,79,ANTIOQUIA,GIRARDOTA,Fija
CO,ugm3,1,2018,1665.3,14002211.76,8408,96.0,0,0.0,1507.8,3599.6,5718.0,88.2,0,ANTIOQUIA,MEDELLIN,Fija
CO,ugm3,8,2018,1666.9,13972198.3,8382,96.0,0,0.0,1622.2,2845.2,4238.1,339.2,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2018,53.1,3609.1,68,56.0,3,4.41,51.1,105.4,112.6,14.8,3,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2018,53.6,11572.15,216,59.0,1,0.46,54.0,76.6,85.0,26.3,1,ANTIOQUIA,SABANETA,Fija
PM10,ugm3,1,2018,53.7,259239.027,4827,55.0,446,9.24,49.5,112.9,223.1,4.5,120,ANTIOQUIA,SABANETA,Fija
PM10,ugm3,24,2018,54.4,2663.7,49,40.0,1,2.04,55.1,96.5,106.4,15.5,1,MAGDALENA,SANTA MARTA,Fija
HAire2,perc,1,2018,81.2,656631.64,8082,92.0,0,0.0,82.1,99.3,99.3,52.1,0,ATLANTICO,BARRANQUILLA,Fija
HAire2,perc,24,2018,81.2,26554.74,327,90.0,0,0.0,81.4,89.4,94.2,71.6,0,ATLANTICO,BARRANQUILLA,Fija
HAire2,perc,1,2018,81.5,697605.0,8564,98.0,0,0.0,83.0,98.0,100.0,44.0,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,24,2018,81.5,28839.56,354,97.0,0,0.0,82.5,90.4,93.1,62.5,0,SANTANDER,BUCARAMANGA,Fija
SO2,ugm3,24,2018,28.0,9023.88,322,88.0,27,8.39,25.8,67.1,86.0,1.7,27,BOGOTA,BOGOTA,Fija
SO2,ugm3,1,2018,28.1,219935.1079,7830,89.0,77,0.98,23.0,84.3,186.3,0.3,31,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,57.6,235745.3687,4092,47.0,80,1.96,51.0,137.1,235.9,3.0,8,ATLANTICO,PUERTO COLOMBIA,Fija
PM10,ugm3,24,2018,57.6,9960.74,173,47.0,13,7.51,51.0,111.4,147.2,26.6,13,ATLANTICO,PUERTO COLOMBIA,Fija
NO2,ugm3,1,2018,50.3,375241.3754,7466,85.0,0,0.0,48.0,90.8,139.7,5.8,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,62.4,140578.0174,2254,26.0,54,2.4,41.4,151.4,5582.5,0.1,17,META,VILLAVICENCIO,Fija
PM10,ugm3,24,2018,63.7,5095.34,80,66.0,11,13.75,64.1,107.2,118.5,18.9,11,CESAR,EL PASO,Fija
PM10,ugm3,24,2018,66.1,7801.75,118,97.0,22,18.64,61.6,127.4,137.8,14.9,22,CESAR,EL PASO,Fija
PM10,ugm3,24,2018,66.3,17910.74,270,74.0,43,15.93,63.8,105.6,154.5,34.8,43,ATLANTICO,SOLEDAD,Fija
PM10,ugm3,1,2018,66.6,438200.075,6581,75.0,1318,20.03,58.0,154.6,224.9,4.3,179,ATLANTICO,SOLEDAD,Fija
PM10,ugm3,24,2018,69.5,22015.68,317,87.0,55,17.35,69.6,112.2,136.4,25.1,55,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,69.7,537950.2,7715,88.0,1335,17.3,65.4,158.3,318.0,4.0,160,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2018,69.9,181260.0,2593,30.0,504,19.44,63.0,168.2,209.0,2.0,66,BOGOTA,BOGOTA,Fija
HAire2,perc,24,2018,85.9,2490.8,29,8.0,0,0.0,86.0,93.4,94.0,79.0,0,ANTIOQUIA,DON MATIAS,Indicativa
PM10,ugm3,24,2018,70.4,7670.81,109,30.0,28,25.69,69.5,109.6,119.4,26.9,28,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2018,79.8,20345.93,255,70.0,104,40.78,79.2,141.9,158.3,12.4,104,BOLIVAR,CARTAGENA DE INDIAS,Fija
PM10,ugm3,1,2018,80.3,473729.0639,5897,67.0,1162,19.7,68.1,221.1,294.6,0.1,155,BOLIVAR,CARTAGENA DE INDIAS,Fija
PM10,ugm3,1,2018,86.0,257522.1792,2993,34.0,1205,40.26,55.9,365.2,851.4,0.1,130,VALLE DEL CAUCA,YUMBO,Fija
PM10,ugm3,24,2018,93.7,10585.15,113,31.0,64,56.64,85.8,213.1,259.1,23.7,64,VALLE DEL CAUCA,YUMBO,Fija
NO2,ugm3,1,2018,65.6,52844.33257,805,9.0,0,0.0,62.5,116.9,155.6,29.8,0,ANTIOQUIA,MEDELLIN,Fija
PM2.5,ugm3,24,2019,3.7,40.36,11,3.0,0,0.0,3.6,5.4,5.5,2.5,0,ANTIOQUIA,SEGOVIA,Indicativa
PM2.5,ugm3,24,2019,5.9,183.22,31,8.0,0,0.0,6.0,8.1,9.0,3.0,0,ANTIOQUIA,BURITICA,Indicativa
PM2.5,ugm3,1,2019,5.9,4415.791667,752,9.0,0,0.0,6.0,13.0,17.0,1.0,0,ANTIOQUIA,BURITICA,Indicativa
PM10,ugm3,24,2019,7.0,196.78,28,8.0,0,0.0,6.9,9.9,10.1,5.0,0,ANTIOQUIA,BELLO,Indicativa
PM2.5,ugm3,24,2019,7.3,572.55,78,21.0,3,3.85,5.2,46.2,86.5,1.7,3,ANTIOQUIA,CIUDAD BOLIVAR,Indicativa
PM2.5,ugm3,24,2019,7.5,701.54,94,77.0,0,0.0,5.6,18.0,23.7,1.6,0,CESAR,CHIRIGUANA,Fija
PM10,ugm3,1,2019,7.6,5319.083333,698,8.0,0,0.0,7.0,21.0,30.9,1.0,0,ANTIOQUIA,BELLO,Indicativa
PM10,ugm3,1,2019,7.9,5823.416667,735,8.0,3,0.41,6.0,25.3,154.0,1.0,1,ANTIOQUIA,GOMEZ PLATA,Indicativa
PM10,ugm3,24,2019,8.0,240.42,30,8.0,0,0.0,7.5,20.2,30.4,3.2,0,ANTIOQUIA,GOMEZ PLATA,Indicativa
PM2.5,ugm3,24,2019,8.0,549.57,69,19.0,0,0.0,7.0,17.9,31.2,2.2,0,ANTIOQUIA,ZARAGOZA,Indicativa
PM10,ugm3,24,2019,8.3,297.1,36,10.0,0,0.0,10.4,15.5,16.9,1.4,0,CAUCA,POPAYAN,Fija
SO2,ugm3,24,2019,0.6,3.24,5,1.0,0,0.0,0.6,1.1,1.1,0.1,0,ATLANTICO,SOLEDAD,Fija
O3,ugm3,8,2019,3.1,26982.4,8754,100.0,0,0.0,2.1,11.6,23.1,0.2,0,BOYACA,SOGAMOSO,Fija
SO2,ugm3,1,2019,0.7,3576.912,5002,57.0,0,0.0,0.2,5.9,33.4,0.0,0,ATLANTICO,BARRANQUILLA,Fija
DViento,deg,1,2019,69.7,59574.34167,773,9.0,0,0.0,50.0,182.0,189.0,27.0,0,ANTIOQUIA,BURITICA,Indicativa
DViento,deg,24,2019,69.8,2169.3,31,8.0,0,0.0,66.5,107.6,108.4,54.9,0,ANTIOQUIA,BURITICA,Indicativa
HAire10,perc,1,2019,37.6,27911.0,743,8.0,0,0.0,39.0,45.0,48.0,21.0,0,ANTIOQUIA,BURITICA,Indicativa
HAire10,perc,24,2019,37.6,1164.72,31,8.0,0,0.0,37.8,41.2,42.2,32.9,0,ANTIOQUIA,BURITICA,Indicativa
TAire2,Celsius,24,2019,19.4,580.73,30,8.0,0,0.0,19.4,20.9,21.3,17.1,0,ANTIOQUIA,BURITICA,Indicativa
VViento,ms,1,2019,0.9,720.15,773,9.0,0,0.0,0.8,2.0,2.4,0.0,0,ANTIOQUIA,BURITICA,Indicativa
PM2.5,ugm3,24,2020,10.4,165.71,16,4.0,0,0.0,10.0,20.4,20.7,2.6,0,CORDOBA,MONTERIA,Indicativa
PM2.5,ugm3,1,2020,10.5,74245.6,7094,81.0,29,0.41,9.4,26.6,86.1,0.1,27,RISARALDA,PEREIRA,Fija
PM2.5,ugm3,24,2020,10.5,1317.41,126,34.0,0,0.0,9.6,21.6,35.8,4.2,0,ANTIOQUIA,RIONEGRO,Indicativa
HAire2,perc,1,2020,55.6,485787.4,8734,99.0,0,0.0,58.3,77.2,81.3,16.0,0,VALLE DEL CAUCA,CALI,Fija
SO2,ugm3,1,2019,0.7,796.814,1197,14.0,0,0.0,0.1,4.7,14.7,0.0,0,ATLANTICO,SOLEDAD,Fija
SO2,ugm3,24,2019,0.8,111.52,133,36.0,0,0.0,0.4,4.2,6.6,0.0,0,ATLANTICO,BARRANQUILLA,Fija
SO2,ugm3,24,2019,0.8,40.9,50,14.0,0,0.0,0.4,4.7,4.8,0.0,0,ATLANTICO,BARRANQUILLA,Fija
HAire2,perc,24,2019,33.3,2594.49,78,21.0,0,0.0,33.5,39.9,41.0,26.8,0,ANTIOQUIA,CIUDAD BOLIVAR,Indicativa
PM2.5,ugm3,1,2019,9.2,7197.25,779,9.0,1,0.13,9.0,20.0,70.0,1.0,1,ANTIOQUIA,PUERTO BERRIO,Indicativa
PM2.5,ugm3,24,2019,9.3,3291.18,352,96.0,3,0.85,7.1,26.0,44.8,1.6,3,CUNDINAMARCA,TOCANCIPA,Fija
PM2.5,ugm3,1,2019,9.3,78920.63015,8454,97.0,72,0.85,6.9,31.4,64.6,0.3,14,CUNDINAMARCA,TOCANCIPA,Fija
HAire2,perc,24,2019,35.4,1983.75,56,15.0,0,0.0,36.4,38.6,40.0,27.0,0,ANTIOQUIA,TAMESIS,Indicativa
PM2.5,ugm3,24,2019,9.4,291.45,31,8.0,0,0.0,9.4,12.6,12.8,6.6,0,ANTIOQUIA,PUERTO BERRIO,Indicativa
HAire2,perc,24,2019,35.4,10590.44,299,82.0,0,0.0,34.8,53.8,56.3,26.8,0,ANTIOQUIA,ITAGUI,Fija
HAire2,perc,24,2019,36.8,294.4,8,2.0,0,0.0,37.0,38.0,38.0,34.6,0,ANTIOQUIA,EL BAGRE,Indicativa
HAire2,perc,24,2019,39.9,2234.82,56,15.0,0,0.0,39.6,55.9,78.6,26.8,0,ANTIOQUIA,FREDONIA,Indicativa
O3,ugm3,8,2019,13.0,94561.5,7271,83.0,0,0.0,10.1,35.4,52.7,0.1,0,VALLE DEL CAUCA,PALMIRA,Fija
HAire2,perc,24,2019,41.1,2838.65,69,19.0,0,0.0,39.0,61.9,64.2,34.7,0,ANTIOQUIA,ZARAGOZA,Indicativa
O3,ugm3,8,2019,13.5,75969.0,5626,64.0,0,0.0,11.0,38.6,63.8,1.0,0,META,VILLAVICENCIO,Fija
PM2.5,ugm3,24,2019,9.8,264.67,27,7.0,0,0.0,9.9,13.2,13.3,6.1,0,ANTIOQUIA,ENVIGADO,Indicativa
PM2.5,ugm3,24,2019,9.8,829.96,85,70.0,1,1.18,7.1,26.2,48.4,1.2,1,CESAR,VALLEDUPAR,Fija
HAire2,perc,24,2019,41.5,1246.29,30,8.0,0,0.0,41.6,45.1,46.5,38.8,0,ANTIOQUIA,GOMEZ PLATA,Indicativa
HAire2,perc,24,2019,42.0,881.2,21,6.0,0,0.0,41.6,55.5,56.8,31.9,0,ANTIOQUIA,SOPETRAN,Indicativa
PM2.5,ugm3,24,2019,10.4,1168.0,112,92.0,0,0.0,9.2,27.2,30.1,2.4,0,CESAR,LA JAGUA DE IBIRICO,Fija
HAire2,perc,24,2019,51.8,983.58,19,5.0,0,0.0,55.5,58.0,58.3,27.7,0,ANTIOQUIA,SABANETA,Indicativa
PM10,ugm3,24,2019,10.6,1221.62,115,94.0,0,0.0,10.5,17.0,18.6,3.2,0,HUILA,NEIVA,Fija
PM2.5,ugm3,24,2019,10.6,572.36,54,15.0,0,0.0,10.5,14.2,14.6,7.5,0,ANTIOQUIA,TAMESIS,Indicativa
PM2.5,ugm3,24,2019,10.6,1123.54,106,87.0,0,0.0,8.2,31.5,34.2,1.4,0,CESAR,CHIRIGUANA,Fija
HAire2,perc,24,2019,54.0,3615.61,67,18.0,0,0.0,49.4,91.0,91.2,24.4,0,ANTIOQUIA,SEGOVIA,Indicativa
HAire2,perc,24,2019,54.8,3011.9,55,15.0,0,0.0,54.8,58.8,58.9,51.1,0,ANTIOQUIA,PUERTO BERRIO,Indicativa
PM2.5,ugm3,24,2019,10.7,3133.64,294,81.0,1,0.34,9.3,25.0,40.9,2.6,1,CUNDINAMARCA,COGUA,Fija
PM2.5,ugm3,1,2019,10.7,77793.09,7270,83.0,123,1.69,8.0,36.0,68.0,0.9,72,CUNDINAMARCA,COGUA,Fija
HAire2,perc,1,2019,56.8,490090.9,8634,99.0,0,0.0,59.3,78.8,86.4,12.8,0,VALLE DEL CAUCA,CALI,Fija
HAire2,perc,24,2019,56.8,20324.39,358,98.0,0,0.0,56.3,69.8,73.0,34.6,0,VALLE DEL CAUCA,CALI,Fija
PM2.5,ugm3,1,2019,11.0,9352.651188,852,10.0,9,1.06,10.0,29.0,55.7,1.0,9,ANTIOQUIA,ENVIGADO,Indicativa
SO2,ugm3,1,2019,1.0,3076.422,3041,35.0,0,0.0,0.1,10.4,49.9,0.0,0,ATLANTICO,BARRANQUILLA,Fija
O3,ugm3,8,2019,14.9,106973.2,7200,82.0,0,0.0,12.5,38.4,51.4,0.8,0,SANTANDER,FLORIDABLANCA,Fija
NO2,ugm3,1,2019,10.8,22069.61882,2050,23.0,0,0.0,9.6,27.4,39.1,0.0,0,VALLE DEL CAUCA,CALI,Fija
SO2,ugm3,24,2019,1.1,277.4,251,69.0,0,0.0,1.0,2.8,3.9,0.2,0,BOYACA,SOGAMOSO,Fija
SO2,ugm3,1,2019,1.1,6587.95,5977,68.0,0,0.0,0.8,3.8,31.3,0.0,0,BOYACA,SOGAMOSO,Fija
O3,ugm3,8,2019,15.2,110198.2,7250,83.0,0,0.0,13.0,40.9,56.6,2.0,0,VALLE DEL CAUCA,YUMBO,Fija
NO2,ugm3,1,2019,10.9,49015.75745,4481,51.0,0,0.0,10.2,28.7,47.4,0.0,0,CUNDINAMARCA,SOPO,Fija
PM2.5,ugm3,24,2019,11.4,640.81,56,15.0,2,3.57,9.5,46.3,53.4,2.1,2,ANTIOQUIA,FREDONIA,Indicativa
PM2.5,ugm3,24,2019,11.4,2800.99,245,67.0,0,0.0,10.6,22.9,30.8,3.0,0,MAGDALENA,SANTA MARTA,Fija
PM2.5,ugm3,1,2019,11.5,18003.0,1560,18.0,30,1.92,9.7,36.8,65.6,0.1,23,VALLE DEL CAUCA,TULUA,Fija
PM2.5,ugm3,24,2019,11.6,348.68,30,8.0,0,0.0,10.9,21.8,31.1,6.5,0,ANTIOQUIA,GIRARDOTA,Indicativa
PM2.5,ugm3,1,2019,11.9,71904.0,6058,69.0,110,1.82,9.4,36.6,104.6,0.1,34,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2019,11.9,2930.69,247,68.0,1,0.4,10.8,28.8,50.0,1.7,1,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2019,16.2,139786.2,8652,99.0,0,0.0,13.7,46.5,72.6,1.1,0,BOGOTA,BOGOTA,Fija
CO,ugm3,1,2019,354.0,2971825.2,8396,96.0,0,0.0,334.1,777.6,1761.1,0.2,0,ATLANTICO,BARRANQUILLA,Fija
PM2.5,ugm3,24,2019,12.0,337.38,28,8.0,0,0.0,11.9,27.1,37.1,5.3,0,CAUCA,SANTANDER DE QUILICHAO,Indicativa
PM2.5,ugm3,24,2019,12.2,755.03,62,17.0,0,0.0,11.8,18.2,19.5,5.7,0,VALLE DEL CAUCA,TULUA,Fija
PM2.5,ugm3,1,2019,12.6,12051.52068,956,11.0,22,2.3,10.0,38.4,73.0,0.9,13,ANTIOQUIA,GIRARDOTA,Indicativa
PM2.5,ugm3,1,2019,12.8,9774.898617,763,9.0,3,0.39,12.0,27.0,40.0,3.0,3,ANTIOQUIA,SOPETRAN,Indicativa
O3,ugm3,8,2019,16.5,128415.6,7762,89.0,0,0.0,13.9,46.0,68.7,1.4,0,BOGOTA,BOGOTA,Fija
PM2.5,ugm3,24,2019,12.9,399.47,31,8.0,0,0.0,13.4,16.4,17.2,8.6,0,ANTIOQUIA,SOPETRAN,Indicativa
NO2,ugm3,1,2019,13.1,63777.509,4876,56.0,0,0.0,11.3,38.4,73.7,0.1,0,ATLANTICO,BARRANQUILLA,Fija
CO,ugm3,8,2019,354.6,2974714.5,8390,96.0,0,0.0,344.9,645.1,1183.8,13.6,0,ATLANTICO,BARRANQUILLA,Fija
SO2,ugm3,1,2019,1.6,8266.806519,5080,58.0,0,0.0,1.1,6.2,33.7,0.0,0,VALLE DEL CAUCA,CALI,Fija
PM2.5,ugm3,24,2019,13.0,1448.25,111,91.0,2,1.8,11.1,36.0,41.5,2.3,2,CESAR,LA JAGUA DE IBIRICO,Fija
O3,ugm3,8,2019,17.3,119350.0,6899,79.0,0,0.0,13.9,42.8,57.8,0.6,0,VALLE DEL CAUCA,PALMIRA,Fija
