Variable,Unidades,Tiempo de exposicion (horas),Year,Promedio,Suma,No. de datos,Representatividad Temporal,Excedencias limite actual,Porcentaje excedencias limite actual,Mediana,Percentil 98,Maximo,Minimo,Dias de excedencias,Nombre del Departamento,Nombre del Municipio,Tipo de Estacion
CO,ugm3,8,2014,777.2,2598323.8,3343,38.0,0,0.0,719.6,1956.3,2725.1,129.2,0,BOGOTA,BOGOTA,Fija
CO,ugm3,1,2014,777.7,2653423.201,3412,39.0,0,0.0,672.6,2236.3,4507.0,11.4,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2014,791.8,4406424.8,5565,64.0,0,0.0,769.8,1342.3,1829.2,284.3,0,SANTANDER,BUCARAMANGA,Fija
CO,ugm3,1,2014,792.3,4368834.966,5514,63.0,0,0.0,705.2,2037.9,4571.5,125.9,0,SANTANDER,BUCARAMANGA,Fija
O3,ugm3,8,2014,33.9,3929.5,116,1.0,4,3.45,28.3,83.9,88.5,3.6,1,CAUCA,CALOTO,Indicativa
PM10,ugm3,24,2014,38.4,4227.54,110,90.0,0,0.0,36.2,72.1,83.9,14.5,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,38.5,14017.16,364,100.0,0,0.0,38.5,39.7,40.3,36.9,0,CUNDINAMARCA,LA CALERA,Fija
SO2,ugm3,3,2014,7.7,23348.3,3024,35.0,0,0.0,5.4,30.7,158.1,0.3,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,1,2014,34.7,297248.1561,8564,98.0,2,0.02,28.7,92.3,257.2,1.1,2,ANTIOQUIA,MEDELLIN,Fija
NO2,ugm3,24,2014,34.8,12410.48,357,98.0,0,0.0,32.9,57.8,65.5,13.6,0,ANTIOQUIA,MEDELLIN,Fija
O3,ugm3,8,2014,32.3,191859.1,5932,68.0,178,3.0,25.2,83.6,104.2,0.2,60,VALLE DEL CAUCA,CALI,Fija
O3,ugm3,1,2014,32.5,194707.97,5993,68.0,44,0.73,17.9,108.7,161.9,0.0,33,VALLE DEL CAUCA,CALI,Fija
NO2,ugm3,24,2014,35.1,3228.02,92,25.0,0,0.0,34.2,58.2,63.2,12.7,0,BOGOTA,BOGOTA,Fija
O3,ugm3,1,2014,32.6,283658.4,8708,99.0,10,0.11,26.1,86.2,151.9,0.4,5,ANTIOQUIA,BARBOSA,Fija
HAire2,perc,1,2014,70.2,489817.4,6974,80.0,0,0.0,75.4,88.8,91.0,21.9,0,VALLE DEL CAUCA,CALI,Fija
O3,ugm3,8,2014,32.6,283102.3,8692,99.0,84,0.97,30.0,75.0,117.9,1.4,24,ANTIOQUIA,BARBOSA,Fija
HAire2,perc,24,2014,70.2,20159.36,287,79.0,0,0.0,70.3,80.4,83.5,49.3,0,VALLE DEL CAUCA,CALI,Fija
CO,ugm3,1,2014,843.2,6770746.961,8030,92.0,0,0.0,629.7,2807.7,7779.5,24.8,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2014,844.4,6732264.4,7973,91.0,0,0.0,692.4,2230.7,3972.0,132.1,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,35.4,4076.28,115,94.0,0,0.0,33.2,71.0,84.5,6.3,0,ANTIOQUIA,COPACABANA,Fija
NO2,ugm3,24,2014,36.8,12175.79,331,91.0,0,0.0,36.6,52.3,61.5,16.6,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,35.5,3900.2,110,90.0,0,0.0,31.9,81.7,90.6,13.3,0,MAGDALENA,SANTA MARTA,Fija
O3,ugm3,1,2014,32.9,268289.8343,8161,93.0,139,1.7,18.7,116.6,172.0,0.1,74,ANTIOQUIA,CALDAS,Fija
HAire2,perc,24,2014,70.9,18583.6,262,72.0,0,0.0,69.1,89.2,92.2,57.3,0,LA GUAJIRA,BARRANCAS,Fija
HAire2,perc,1,2014,71.0,462559.0,6515,74.0,0,0.0,73.0,96.0,98.0,0.0,0,LA GUAJIRA,BARRANCAS,Fija
PM10,ugm3,24,2014,35.6,3954.14,111,91.0,0,0.0,33.0,75.6,84.8,7.9,0,ANTIOQUIA,MEDELLIN,Fija
O3,ugm3,8,2014,32.9,268566.8,8159,93.0,419,5.14,26.6,92.9,123.3,0.3,102,ANTIOQUIA,CALDAS,Fija
HAire2,perc,1,2014,71.2,476147.0,6692,76.0,0,0.0,73.0,96.0,98.0,35.0,0,LA GUAJIRA,HATO NUEVO,Fija
HAire2,perc,24,2014,71.2,19789.07,278,76.0,0,0.0,70.2,86.7,88.8,59.0,0,LA GUAJIRA,HATO NUEVO,Fija
NO2,ugm3,1,2014,36.9,299346.0145,8116,93.0,0,0.0,33.8,79.2,147.3,0.4,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,36.3,4433.6,122,100.0,0,0.0,33.3,71.4,86.2,7.5,0,LA GUAJIRA,ALBANIA,Fija
PM10,ugm3,24,2014,36.4,13005.26,357,98.0,0,0.0,35.1,68.9,99.1,12.7,0,BOYACA,SOGAMOSO,Fija
VViento,ms,24,2016,0.1,1.18,8,2.0,0,0.0,0.2,0.2,0.2,0.1,0,ANTIOQUIA,JARDIN,Indicativa
PLiquida,mm,24,2016,7.0,182.56,26,7.0,0,0.0,3.4,35.9,41.4,0.0,0,ANTIOQUIA,NECHI,Indicativa
PM10,ugm3,1,2014,36.5,307400.2381,8430,96.0,0,0.0,32.0,98.0,402.5,1.0,0,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2014,36.5,4457.86,122,100.0,0,0.0,35.2,69.5,88.0,10.8,0,LA GUAJIRA,FONSECA,Fija
HAire2,perc,24,2014,71.8,430.53,6,2.0,0,0.0,71.3,73.9,74.0,69.5,0,LA GUAJIRA,FONSECA,Fija
PM2.5,ugm3,24,2014,37.0,8965.85,242,66.0,13,5.37,36.8,54.7,58.6,16.5,13,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,37.1,3041.2,82,67.0,0,0.0,36.8,60.5,66.5,12.6,0,CALDAS,MANIZALES,Fija
PM10,ugm3,1,2014,37.1,283129.8333,7623,87.0,0,0.0,30.7,99.4,194.3,2.7,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,37.2,11616.45,312,85.0,1,0.32,33.3,75.1,124.8,13.3,1,BOGOTA,BOGOTA,Fija
HAire2,perc,1,2014,72.3,11063.0,153,2.0,0,0.0,76.0,86.0,92.0,48.0,0,LA GUAJIRA,FONSECA,Fija
PM2.5,ugm3,1,2014,37.4,209963.0,5608,64.0,0,0.0,37.0,72.0,75.0,1.0,0,ANTIOQUIA,MEDELLIN,Fija
O3,ugm3,1,2014,33.4,271731.9652,8128,93.0,49,0.6,26.0,97.4,315.2,0.0,33,ANTIOQUIA,BELLO,Fija
O3,ugm3,1,2014,33.4,149023.1687,4457,51.0,179,4.02,13.1,133.8,191.3,0.2,87,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,37.7,3433.46,91,75.0,0,0.0,35.1,82.3,92.3,8.6,0,CESAR,CHIRIGUANA,Fija
O3,ugm3,8,2014,33.4,149173.9,4465,51.0,436,9.76,22.7,98.4,137.5,0.4,107,VALLE DEL CAUCA,CALI,Fija
HAire2,perc,24,2014,72.8,7858.69,108,30.0,0,0.0,81.9,93.1,94.7,37.0,0,CESAR,EL PASO,Fija
PM10,ugm3,1,2014,38.0,169866.0,4473,51.0,0,0.0,35.6,88.0,183.2,0.2,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,38.0,7111.84,187,51.0,0,0.0,39.0,55.6,60.6,17.9,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,38.6,4714.35,122,100.0,1,0.82,38.5,68.4,105.5,12.7,1,LA GUAJIRA,BARRANCAS,Fija
PM10,ugm3,24,2014,38.6,4713.83,122,100.0,1,0.82,35.9,78.1,113.2,6.1,1,LA GUAJIRA,FONSECA,Fija
CO,ugm3,1,2014,914.6,7912882.613,8652,99.0,0,0.0,730.8,2805.0,8113.4,32.4,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2014,914.8,7946660.9,8687,99.0,0,0.0,814.8,2136.9,4148.5,55.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,38.8,1436.54,37,20.0,1,2.7,36.3,69.2,110.2,9.7,1,RISARALDA,PEREIRA,Fija
PM10,ugm3,24,2014,38.8,3531.12,91,75.0,0,0.0,38.5,87.5,96.7,7.7,0,CESAR,CHIRIGUANA,Fija
O3,ugm3,1,2014,34.3,4081.794,119,1.0,0,0.0,26.5,99.1,109.6,0.6,0,CAUCA,CALOTO,Indicativa
PM10,ugm3,24,2014,38.9,4742.62,122,100.0,0,0.0,37.2,79.9,88.5,10.2,0,LA GUAJIRA,ALBANIA,Fija
PM10,ugm3,24,2014,39.2,4116.49,105,86.0,2,1.9,32.8,99.9,110.8,3.5,2,CESAR,CHIRIGUANA,Fija
SO2,ugm3,24,2014,11.1,1941.73,175,48.0,0,0.0,8.5,26.0,40.3,3.4,0,VALLE DEL CAUCA,CALI,Fija
NO2,ugm3,24,2014,38.8,11908.04,307,84.0,0,0.0,38.4,60.8,94.4,13.9,0,BOGOTA,BOGOTA,Fija
NO2,ugm3,1,2014,38.9,287793.8316,7390,84.0,0,0.0,37.6,81.6,163.9,0.8,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,39.3,14355.24,365,100.0,0,0.0,38.3,66.9,81.3,15.5,0,CUNDINAMARCA,ZIPAQUIRA,Fija
PM10,ugm3,24,2014,39.4,8633.17,219,60.0,0,0.0,39.7,72.1,80.9,3.2,0,BOLIVAR,CARTAGENA DE INDIAS,Fija
PM10,ugm3,1,2014,39.4,263570.7333,6697,76.0,0,0.0,32.8,108.2,271.2,2.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,39.5,3754.97,95,26.0,0,0.0,38.4,61.1,71.8,20.5,0,ANTIOQUIA,MEDELLIN,Indicativa
PM10,ugm3,1,2014,39.5,214967.8831,5447,62.0,0,0.0,37.4,82.3,359.6,0.0,0,BOLIVAR,CARTAGENA DE INDIAS,Fija
PM10,ugm3,24,2014,39.5,10981.67,278,76.0,1,0.36,36.8,80.6,182.5,7.5,1,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,39.6,93166.0,2353,27.0,0,0.0,37.0,82.0,143.0,5.0,0,ANTIOQUIA,MEDELLIN,Indicativa
HAire2,perc,1,2014,74.6,465301.0,6236,71.0,0,0.0,77.0,96.0,98.0,0.0,0,LA GUAJIRA,ALBANIA,Fija
HAire2,perc,24,2014,74.6,19317.34,259,71.0,0,0.0,72.0,89.1,91.3,62.7,0,LA GUAJIRA,ALBANIA,Fija
PM10,ugm3,24,2014,39.8,3702.45,93,76.0,1,1.08,37.1,86.7,107.9,12.4,1,CESAR,EL PASO,Fija
HAire2,perc,1,2014,74.7,494647.5,6618,76.0,0,0.0,78.0,97.5,99.0,28.5,0,LA GUAJIRA,SAN JUAN DEL CESAR,Fija
HAire2,perc,24,2014,74.7,20554.87,275,75.0,0,0.0,75.2,90.5,92.9,54.8,0,LA GUAJIRA,SAN JUAN DEL CESAR,Fija
SO2,ugm3,3,2014,11.1,46354.9,4173,48.0,0,0.0,7.3,40.3,81.5,0.2,0,VALLE DEL CAUCA,CALI,Fija
SO2,ugm3,1,2014,11.1,46507.61707,4191,48.0,0,0.0,6.9,43.7,157.5,0.1,0,VALLE DEL CAUCA,CALI,Fija
CO,ugm3,8,2014,995.2,2192450.7,2203,25.0,0,0.0,922.6,2108.8,2674.3,42.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,40.7,11629.9,286,78.0,2,0.7,37.3,78.9,206.9,14.3,2,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,40.9,289726.7667,7082,81.0,0,0.0,32.0,123.4,346.0,2.3,0,BOGOTA,BOGOTA,Fija
CO,ugm3,1,2014,997.4,2203278.629,2209,25.0,0,0.0,839.6,2838.4,5110.0,11.4,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,41.1,5015.83,122,100.0,1,0.82,39.2,81.3,122.5,12.5,1,LA GUAJIRA,BARRANCAS,Fija
SO2,ugm3,24,2014,12.0,777.42,65,18.0,0,0.0,11.1,25.8,27.0,3.8,0,BOGOTA,BOGOTA,Fija
SO2,ugm3,1,2014,12.1,19313.28507,1600,18.0,0,0.0,9.9,36.9,314.5,0.3,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,41.7,222481.6429,5339,61.0,0,0.0,35.0,128.1,409.0,1.0,0,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2014,41.7,9580.55,230,63.0,0,0.0,39.4,82.0,95.4,13.8,0,BOYACA,SOGAMOSO,Fija
SO2,ugm3,3,2014,12.2,18689.6,1538,18.0,0,0.0,10.4,34.1,148.6,0.4,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,41.9,3893.63,93,76.0,0,0.0,40.1,91.3,95.7,2.5,0,CUNDINAMARCA,MADRID,Fija
PM10,ugm3,24,2014,42.1,3498.15,83,68.0,0,0.0,42.9,70.9,80.2,5.9,0,CUNDINAMARCA,FUNZA,Fija
PM10,ugm3,24,2014,42.1,4590.51,109,89.0,1,0.92,41.4,87.5,125.2,7.0,1,CESAR,EL PASO,Fija
PM10,ugm3,24,2014,42.1,4672.4,111,91.0,2,1.8,40.3,98.6,110.5,2.1,2,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2014,42.2,4469.09,106,87.0,0,0.0,35.2,94.0,97.7,5.5,0,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2014,42.5,4503.18,106,87.0,1,0.94,38.2,95.2,108.9,1.9,1,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2014,42.6,4861.77,114,93.0,0,0.0,40.2,79.2,91.6,19.5,0,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2014,42.7,3033.44,71,39.0,0,0.0,41.6,84.4,87.7,18.2,0,RISARALDA,DOSQUEBRADAS,Fija
PM10,ugm3,24,2014,42.8,4799.15,112,92.0,0,0.0,40.8,82.9,88.9,6.8,0,CESAR,EL PASO,Fija
PM10,ugm3,1,2014,42.9,362203.0,8448,96.0,0,0.0,40.0,91.0,226.0,1.0,0,ANTIOQUIA,BELLO,Fija
PM10,ugm3,24,2014,42.9,15007.78,350,96.0,0,0.0,41.2,71.2,86.5,18.4,0,ANTIOQUIA,BELLO,Fija
PM10,ugm3,1,2014,42.9,44798.997,1044,12.0,0,0.0,41.3,97.2,108.9,1.9,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2014,42.9,15214.16,355,97.0,2,0.56,37.2,88.8,119.9,16.7,2,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,43.1,367056.5667,8521,97.0,0,0.0,33.5,118.5,258.7,6.5,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,44.0,3873.77,88,72.0,1,1.14,42.6,94.2,107.3,15.6,1,CUNDINAMARCA,MOSQUERA,Fija
PM10,ugm3,24,2014,44.0,4926.3,112,92.0,0,0.0,43.9,77.8,89.0,14.5,0,MAGDALENA,SANTA MARTA,Fija
PM10,ugm3,24,2014,44.4,1554.6,35,10.0,0,0.0,45.6,59.9,60.2,29.3,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2014,44.4,887.7,20,5.0,0,0.0,42.4,69.4,71.9,23.8,0,ANTIOQUIA,REMEDIOS,Indicativa
PM10,ugm3,24,2014,44.4,5457.35,123,101.0,3,2.44,42.3,104.8,117.8,15.4,3,LA GUAJIRA,BARRANCAS,Fija
PM10,ugm3,24,2014,44.6,5443.15,122,100.0,0,0.0,41.5,88.0,99.1,16.4,0,LA GUAJIRA,SAN JUAN DEL CESAR,Fija
PM10,ugm3,24,2014,44.6,5439.09,122,100.0,0,0.0,42.4,83.0,97.9,17.7,0,LA GUAJIRA,HATO NUEVO,Fija
PM10,ugm3,24,2014,44.7,983.82,22,18.0,0,0.0,42.1,70.9,72.7,27.0,0,ANTIOQUIA,LA ESTRELLA,Fija
PM10,ugm3,24,2014,44.8,179.08,4,1.0,0,0.0,45.5,49.3,49.4,38.6,0,CAUCA,MIRANDA,Indicativa
PM10,ugm3,24,2014,44.9,4938.74,110,90.0,0,0.0,42.3,84.2,92.0,5.0,0,CESAR,BECERRIL,Fija
O3,ugm3,8,2014,37.4,316546.6,8457,97.0,731,8.64,31.3,100.0,146.0,0.1,161,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,1,2014,45.0,196597.4194,4366,50.0,0,0.0,39.0,126.0,548.0,1.0,0,BOYACA,SOGAMOSO,Fija
PM10,ugm3,24,2014,45.0,8276.76,184,50.0,0,0.0,42.8,88.8,95.0,16.5,0,BOYACA,SOGAMOSO,Fija
O3,ugm3,1,2014,37.5,319205.583,8519,97.0,311,3.65,26.0,133.5,197.9,0.0,141,ANTIOQUIA,ITAGUI,Fija
CO,ugm3,1,2014,1063.8,2194655.387,2063,24.0,0,0.0,814.8,3422.6,6892.2,22.9,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,45.6,388162.0015,8508,97.0,0,0.0,43.0,97.0,211.0,2.0,0,ANTIOQUIA,GIRARDOTA,Fija
PM10,ugm3,24,2014,45.6,16045.91,352,96.0,0,0.0,44.0,74.7,88.0,12.0,0,ANTIOQUIA,GIRARDOTA,Fija
PM10,ugm3,1,2014,45.6,350347.21,7681,88.0,0,0.0,41.8,110.3,260.8,0.5,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,45.6,14694.46,322,88.0,0,0.0,45.6,68.2,80.6,15.4,0,VALLE DEL CAUCA,CALI,Fija
O3,ugm3,1,2014,37.6,186088.7072,4951,57.0,0,0.0,37.2,74.6,107.8,0.0,0,BOLIVAR,CARTAGENA DE INDIAS,Fija
O3,ugm3,8,2014,37.6,186520.7,4957,57.0,0,0.0,37.3,64.2,77.7,3.1,0,BOLIVAR,CARTAGENA DE INDIAS,Fija
PM10,ugm3,24,2014,45.7,868.8,19,5.0,0,0.0,44.1,77.3,85.7,31.2,0,ANTIOQUIA,PUERTO BERRIO,Indicativa
PM10,ugm3,24,2014,45.8,5261.88,115,94.0,6,5.22,37.2,111.6,128.6,6.7,6,CESAR,LA JAGUA DE IBIRICO,Fija
PM10,ugm3,24,2014,46.1,5444.87,118,97.0,2,1.69,42.6,86.3,116.1,14.9,2,CESAR,VALLEDUPAR,Fija
CO,ugm3,8,2014,1081.4,2172539.6,2009,23.0,0,0.0,935.8,2911.7,4688.0,77.1,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,46.7,5651.0,121,1.0,0,0.0,46.0,96.6,110.0,10.0,0,CAUCA,MIRANDA,Indicativa
PM10,ugm3,24,2014,46.7,2336.49,50,27.0,0,0.0,44.0,76.0,95.5,14.0,0,CORDOBA,MONTERIA,Indicativa
PM10,ugm3,1,2014,46.9,209444.508,4466,51.0,0,0.0,42.7,101.4,140.4,0.4,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2014,46.9,8580.94,183,50.0,0,0.0,44.6,79.2,89.4,11.6,0,SANTANDER,BUCARAMANGA,Fija
HAire2,perc,24,2014,78.7,16131.76,205,56.0,0,0.0,81.2,91.9,96.8,51.0,0,CESAR,AGUSTIN CODAZZI,Fija
PM10,ugm3,24,2014,47.4,16587.87,350,96.0,3,0.86,44.9,89.6,126.9,16.8,3,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,47.4,5778.44,122,100.0,0,0.0,45.3,86.6,91.3,19.2,0,LA GUAJIRA,BARRANCAS,Fija
PM10,ugm3,1,2014,47.5,399309.0,8404,96.0,0,0.0,43.0,116.0,277.0,1.0,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,47.6,9380.52,197,54.0,0,0.0,46.7,74.6,85.7,19.6,0,ANTIOQUIA,ITAGUI,Fija
NO2,ugm3,1,2014,45.0,145503.6822,3232,37.0,0,0.0,41.1,105.3,155.9,1.4,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,47.9,227811.0,4758,54.0,0,0.0,44.0,106.0,128.0,1.0,0,ANTIOQUIA,ITAGUI,Fija
PM10,ugm3,24,2014,48.0,16767.72,349,96.0,4,1.15,45.2,85.4,230.5,6.3,4,CUNDINAMARCA,SOACHA,Fija
O3,ugm3,1,2014,40.4,59652.51208,1475,17.0,43,2.92,35.2,130.6,186.6,2.6,19,VALLE DEL CAUCA,YUMBO,Fija
O3,ugm3,8,2014,40.4,59271.6,1466,17.0,95,6.48,36.2,102.2,150.0,4.3,18,VALLE DEL CAUCA,YUMBO,Fija
PM10,ugm3,24,2014,48.3,4349.6,90,74.0,0,0.0,46.3,87.3,93.6,16.0,0,MAGDALENA,CIENAGA,Fija
O3,ugm3,8,2014,40.5,4858.9,120,1.0,11,9.17,33.1,92.1,93.4,6.6,3,CAUCA,MIRANDA,Indicativa
PM10,ugm3,24,2014,48.8,5617.15,115,94.0,1,0.87,46.0,88.5,100.6,21.9,1,ANTIOQUIA,CALDAS,Fija
PM10,ugm3,1,2014,49.1,380479.0,7755,89.0,0,0.0,45.0,118.0,211.0,2.0,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,49.1,15563.17,317,87.0,0,0.0,49.4,76.3,90.8,13.6,0,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,49.2,4032.79,82,67.0,0,0.0,49.0,76.2,98.9,21.7,0,ANTIOQUIA,LA ESTRELLA,Fija
O3,ugm3,1,2014,41.2,5069.874,123,1.0,1,0.81,25.3,115.2,128.4,2.1,1,CAUCA,MIRANDA,Indicativa
NO2,ugm3,24,2014,45.4,5759.6,127,35.0,0,0.0,40.7,82.3,92.7,18.1,0,BOGOTA,BOGOTA,Fija
CO,ugm3,8,2014,1477.7,10088011.8,6827,78.0,0,0.0,1370.0,3286.2,5349.5,134.8,0,BOGOTA,BOGOTA,Fija
CO,ugm3,1,2014,1478.6,10222968.69,6914,79.0,0,0.0,1246.0,4446.9,7651.6,42.0,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,50.0,6100.9,122,100.0,1,0.82,48.7,88.8,106.7,11.7,1,LA GUAJIRA,BARRANCAS,Fija
PM10,ugm3,1,2014,50.7,411761.2,8126,93.0,0,0.0,43.3,120.7,349.8,8.3,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,50.7,17243.18,340,93.0,2,0.59,46.5,92.8,142.5,17.6,2,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,52.0,11278.23,217,59.0,1,0.46,50.0,90.1,111.8,8.8,1,CUNDINAMARCA,COGUA,Fija
PM10,ugm3,1,2014,52.4,342185.3048,6525,74.0,0,0.0,41.8,158.5,321.7,4.5,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,52.6,14297.04,272,75.0,13,4.78,46.3,111.0,212.8,17.9,13,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,52.7,5853.17,111,91.0,4,3.6,52.1,110.8,122.8,9.5,4,CESAR,EL PASO,Fija
O3,ugm3,1,2014,41.9,269552.8039,6436,73.0,501,7.78,23.3,150.6,246.1,0.0,184,VALLE DEL CAUCA,CALI,Fija
NO2,ugm3,24,2014,48.9,17069.81,349,96.0,0,0.0,48.9,70.8,78.5,23.5,0,ANTIOQUIA,MEDELLIN,Fija
O3,ugm3,8,2014,41.9,268430.6,6412,73.0,942,14.69,31.0,110.7,141.7,0.1,182,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,53.6,6539.58,122,100.0,3,2.46,50.4,100.6,111.4,16.7,3,LA GUAJIRA,SAN JUAN DEL CESAR,Fija
NO2,ugm3,1,2014,49.0,149580.4281,3051,35.0,15,0.49,45.2,126.3,394.8,1.5,5,ANTIOQUIA,MEDELLIN,Indicativa
NO2,ugm3,1,2014,49.0,415282.427,8476,97.0,0,0.0,45.8,101.8,182.7,1.9,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,54.9,16021.9,292,80.0,0,0.0,55.0,60.2,65.1,47.6,0,CUNDINAMARCA,TAUSA,Fija
NO2,ugm3,24,2014,49.3,6313.76,128,35.0,0,0.0,50.0,109.1,146.6,11.0,0,ANTIOQUIA,MEDELLIN,Indicativa
PM10,ugm3,24,2014,56.0,5322.31,95,78.0,11,11.58,48.3,132.9,145.1,18.4,11,CUNDINAMARCA,SOACHA,Fija
PM10,ugm3,24,2014,56.1,5609.23,100,82.0,3,3.0,51.0,105.4,201.2,16.5,3,CESAR,EL PASO,Fija
PM10,ugm3,24,2014,56.4,17158.51,304,83.0,0,0.0,61.3,81.2,83.1,12.4,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,1,2014,56.4,9420.0,167,2.0,0,0.0,51.0,128.6,196.0,16.0,0,CAUCA,GUACHENE,Indicativa
PM10,ugm3,1,2014,56.5,416738.366,7377,84.0,0,0.0,62.2,83.9,113.0,2.4,0,SANTANDER,BUCARAMANGA,Fija
PM10,ugm3,24,2014,57.0,342.05,6,2.0,0,0.0,60.5,64.5,64.5,33.0,0,CAUCA,GUACHENE,Indicativa
CO,ugm3,1,2014,1774.6,11277580.61,6355,73.0,0,0.0,1599.3,4041.4,7195.5,123.7,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,57.4,4245.78,74,61.0,0,0.0,56.4,74.9,77.7,37.1,0,NORTE DE SANTANDER,CUCUTA,Fija
PM10,ugm3,24,2014,57.5,15650.86,272,75.0,0,0.0,57.6,59.6,60.3,54.1,0,CUNDINAMARCA,CAJICA,Fija
CO,ugm3,8,2014,1776.9,11214050.6,6311,72.0,0,0.0,1693.9,3347.0,5201.5,360.0,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,57.8,1156.9,20,5.0,1,5.0,54.5,100.7,106.3,26.0,1,ANTIOQUIA,SEGOVIA,Indicativa
CO,ugm3,1,2014,1782.3,14518745.89,8146,93.0,0,0.0,1661.1,3666.6,7446.4,217.7,0,ANTIOQUIA,MEDELLIN,Fija
CO,ugm3,8,2014,1783.3,14439782.7,8097,92.0,0,0.0,1737.0,3088.9,4883.1,442.5,0,ANTIOQUIA,MEDELLIN,Fija
O3,ugm3,8,2014,45.3,220210.0,4857,55.0,799,16.45,39.1,112.1,144.5,0.0,152,VALLE DEL CAUCA,CALI,Fija
PM10,ugm3,24,2014,59.2,21603.96,365,100.0,0,0.0,60.6,92.1,98.4,11.7,0,BOGOTA,BOGOTA,Fija
O3,ugm3,8,2014,45.4,7584.8,167,2.0,34,20.36,35.5,112.4,128.6,2.3,7,CAUCA,GUACHENE,Indicativa
PM10,ugm3,1,2014,60.2,227306.3333,3776,43.0,0,0.0,53.3,156.5,366.3,7.2,0,BOGOTA,BOGOTA,Fija
PM10,ugm3,24,2014,60.2,9392.36,156,43.0,4,2.56,59.8,107.3,243.1,18.9,4,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,60.3,476532.5024,7900,90.0,0,0.0,52.4,147.9,176.0,0.1,0,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,60.3,19913.19,330,90.0,1,0.3,57.9,93.9,101.8,31.8,1,ANTIOQUIA,MEDELLIN,Fija
PM10,ugm3,24,2014,61.4,20252.86,330,90.0,23,6.97,59.3,118.1,195.7,18.9,23,BOGOTA,BOGOTA,Fija
PM10,ugm3,1,2014,61.7,486731.6333,7888,90.0,0,0.0,53.7,160.3,320.2,4.8,0,BOGOTA,BOGOTA,Fija
